,Blog title,Blog date,Blog image URL,Blog likes count
133,No Shortage of Guest Engagement Despite Labour Shortage in the UK: Why Technology is the Answer,23-Dec-22,https://rategaincom.wpenginepowered.com/wp-content/uploads/2022/12/uk-banner-1.jpg,4
134,Journey to better guest satisfaction: Why digitisation is the shortcut you need,16-Dec-22,https://rategaincom.wpenginepowered.com/wp-content/uploads/2022/12/engage-banner-1.jpg,3
135,7 Tips for A Booking-friendly Hotel Website,12-Dec-22,https://rategaincom.wpenginepowered.com/wp-content/uploads/2022/12/7-tips-for-a-booking-friendly-hotel-website-blog-banner.jpg,3
136,The Problem In Paradise: What The Hotels Of Maldives Need To Know,6-Dec-22,https://rategaincom.wpenginepowered.com/wp-content/uploads/2022/12/Top-banner-2.jpg,3
137,The Good Side Of AI: Read Between The Lines To Understand Your Guests’ Feelings,11-Nov-22,https://rategaincom.wpenginepowered.com/wp-content/uploads/2022/11/sentiment-mapping-1-1.jpg,2
138,Preparing for the Future of Air Travel Demand,4-Nov-22,https://rategaincom.wpenginepowered.com/wp-content/uploads/2022/10/Preparing-for-the-Future-of-Air-Travel-Demand.jpg,1
139,Digital Hospitality: No Longer An Oxymoron,3-Nov-22,https://rategaincom.wpenginepowered.com/wp-content/uploads/2022/11/Digital-Hosp_Banner-1-scaled.jpg,1
140,Peak Experience For The Peak Season,27-Oct-22,https://rategaincom.wpenginepowered.com/wp-content/uploads/2022/10/Peak-Experience-For-Peak-Season.webp,1
141,Forward-looking Insights on Travel Demand: Top Trending Cities in Asia (Oct – Dec 2022),24-Oct-22,https://rategaincom.wpenginepowered.com/wp-content/uploads/2022/10/Forward-looking-Insights-on-Travel-Demand-Top-Trending-Cities-in-Asia.webp,1
142,Guest Dissatisfaction: De-mystified,19-Oct-22,https://rategaincom.wpenginepowered.com/wp-content/uploads/2022/10/Guest-Dissatisfaction.webp,1
143,Beyond Just Emojis: Leveraging WhatsApp To Improve Guest Experience,11-Oct-22,https://rategaincom.wpenginepowered.com/wp-content/uploads/2022/10/beyond-just-blog-img.webp,1
144,Experiences Above All:  The Long and Short of Guest Experiences,6-Oct-22,https://rategaincom.wpenginepowered.com/wp-content/uploads/2022/10/guests-experience.webp,1
145,Humans Of RateGain: Q&A With Mark Haywood,4-Oct-22,https://rategaincom.wpenginepowered.com/wp-content/uploads/2022/10/Rategain-Partnership.webp,1
146,India’s Festive Season Travel Outlook,3-Oct-22,https://rategaincom.wpenginepowered.com/wp-content/uploads/2022/10/ezgif.com-gif-maker-6.webp,2
147,Productivity For The Front Desk: What Has Changed,27-Sep-22,https://rategaincom.wpenginepowered.com/wp-content/uploads/2022/09/Productivity-For-The-Front-Desk-What-Has-Changed.webp,3
148,How Can Scoring Content Help Hotels Drive More Bookings,20-Sep-22,https://rategaincom.wpenginepowered.com/wp-content/uploads/2022/09/Drive-more-bookings.webp,3
149,New Data Sources To Help Commercial Teams Make Better Decisions,20-Sep-22,https://rategaincom.wpenginepowered.com/wp-content/uploads/2022/09/New-Data-Sources-that-can-help-commercial-teams-make-better-decisions-1.webp,3
150,Hotel Online Bookings Can Be More Profitable,20-Sep-22,https://rategaincom.wpenginepowered.com/wp-content/uploads/2022/09/Hotel-Online-Bookings-Can-Be-More-Profitable.webp,3
151,Bridging Silos in Commercial Teams Post Pandemic,25-Aug-22,https://rategaincom.wpenginepowered.com/wp-content/uploads/2022/08/Post-pandemic.webp,7
152,Data Transparency: The New Way to Collaborate in Commercial Teams,25-Aug-22,https://rategaincom.wpenginepowered.com/wp-content/uploads/2022/08/Data-Transparency.webp,7
153,Are Middle East Hoteliers Ready for the Next Big Shift?,18-Jul-22,https://rategaincom.wpenginepowered.com/wp-content/uploads/2022/07/Are-Middle-East-Hoteliers-Ready-for-the-Next-Big-Shift.jpg,4
154,Artificial Intelligence in the Hospitality Industry : The Future,13-Jul-22,https://rategaincom.wpenginepowered.com/wp-content/uploads/2022/06/Blog-En-2-1.jpg,5
155,What is Engage-AI? What are the benefits of using Engage-AI?,7-Jul-22,https://rategaincom.wpenginepowered.com/wp-content/uploads/2022/06/Blog-En-1.jpg,6
156,Enjoy Greater Conversions by Offering Mobile Rates to your Prospective Customers,30-Jun-22,https://rategaincom.wpenginepowered.com/wp-content/uploads/2022/06/Enjoy-greater-conversions-by-offering-Mobile-Rates-to-your-prospective-customers.jpg,6
157,Improving Business by Offering Country Rates to Prospective Customers,21-Jun-22,https://rategaincom.wpenginepowered.com/wp-content/uploads/2022/06/Improving-Business-by-Offering-Country-Rates-to-Prospective-Customers.jpg,5
158,The Role of Metasearch in Pandemic Recovery,31-May-22,https://rategaincom.wpenginepowered.com/wp-content/uploads/2022/05/The-Role-of-Metasearch-in-Pandemic-Recovery.jpg,5
159,Why Forward-looking Demand Intelligence is all the More Important for a Destination and it's DMO Today?,31-Mar-22,https://rategaincom.wpenginepowered.com/wp-content/uploads/2022/03/Actionable-Accurate-Demand-Intelligence-for-DMOs-and-DMCs-1.jpg,4
160,How to Become a Genius and Drive-up Hotel Visibility and Occupancy Rates!,10-Mar-22,https://rategaincom.wpenginepowered.com/wp-content/uploads/2022/03/RateGain-RezGain-Become-a-Genius-and-drive-sales-banner.jpg,4
161,Airline Traveler Forecast: Can it help in anticipating demand better?,9-Mar-22,https://rategaincom.wpenginepowered.com/wp-content/uploads/2022/03/Leveling-up-Demand-Forecasting-through-Airline-Traveller-Forecast-3.jpg,5
162,How can User Experience Help Revenue Managers? Ask AirGain,13-Jan-22,https://rategaincom.wpenginepowered.com/wp-content/uploads/2022/01/AirGain-new-blog.jpg,3
163,The Travel Manifesto for 2022,24-Dec-21,https://rategaincom.wpenginepowered.com/wp-content/uploads/2021/12/RateGain-Blog-Booking-Travel-Manifesto-for-2022.jpg,9
164,Marketing Technology in a Data-Driven Era,22-Oct-21,https://rategaincom.wpenginepowered.com/wp-content/uploads/2021/10/Data-Driven-1.jpg,8
165,Usability and Accessibility – How they are making AirGain smarter for you!,5-Oct-21,https://rategaincom.wpenginepowered.com/wp-content/uploads/2021/10/Usability-and-Accessibility-How-they-are-making-AirGain-smarter-for-you.jpg,10
166,Building a Culture of Empowerment,4-Oct-21,https://rategaincom.wpenginepowered.com/wp-content/uploads/2021/10/Building-a-Culture-of-Empowerment.jpg,8
167,Is The Future Of Forecasting Clear For Revenue Managers?,29-Sep-21,https://rategaincom.wpenginepowered.com/wp-content/uploads/2021/09/Is-The.jpg,10
168,Upcoming Launch: The New Room – Rate Management API will Help Distribution Teams Directly and Quickly Create/Retrieve a Multitude of Room Rate Types from RezGain,28-Sep-21,https://rategaincom.wpenginepowered.com/wp-content/uploads/2021/09/Directly-Manage-Rooms-and-Rates-from-RateGains-Channel-Manager-UI-to-Booking-com-2.jpg,5
169,How Revenue Managers Can Be Future Ready For The Next Crisis,23-Sep-21,https://rategaincom.wpenginepowered.com/wp-content/uploads/2021/09/How-revenue-managers-can-be-future-ready-for-the-next-crisis.jpg,9
170,How Can New Airlines Thrive the Post- Covid World,3-Sep-21,https://rategaincom.wpenginepowered.com/wp-content/uploads/2021/09/How-Can-New-Airlines-Thrive-In-A-Post-Covid-World-.jpg,4
171,Making Your Hotel Channel Manager Adapt to Your Day,1-Sep-21,https://rategaincom.wpenginepowered.com/wp-content/uploads/2021/09/How-to-Use-a-Channel-Manager-for-your-Hotel-Operations-if-You-have-Only-15-or-30-Minutes-in-the-Day.jpg,4
172,CarGain Canvas: Analytics that give you 360 degree control over your market,1-Sep-21,https://rategaincom.wpenginepowered.com/wp-content/uploads/2021/09/CarGain-Canvas.jpg,3
173,What Signals is the Summer of 2021 Giving Car Rentals?,8-Jul-21,https://rategaincom.wpenginepowered.com/wp-content/uploads/2021/07/What-signals-is-the-summer-of-2021-giving-car-rentals.jpg,4
174,WHAT ARE YOUR PRONOUNS?,25-Jun-21,https://rategaincom.wpenginepowered.com/wp-content/uploads/2021/06/Inter-blog-1.jpg,9
175,Bringing More Speed and Agility to Airline Pricing for the Post-COVID Revenue Manager,15-Jun-21,https://rategaincom.wpenginepowered.com/wp-content/uploads/2021/06/Unearthing-the-power-and-simplicity-of-bulk-update-and-report-generation-on-AirGain-2.jpeg,5
176,The Current State of Airline Pricing post-Covid,3-May-21,https://rategaincom.wpenginepowered.com/wp-content/uploads/2021/05/How-to-Capture-Rate-Integrity-Issues-in-the-Most-Simplified-Way-copy-1024x536-1.jpg,5
177,How can hoteliers get 2021 right with a solid pricing strategy as volatility in recovery persists,3-May-21,https://rategaincom.wpenginepowered.com/wp-content/uploads/2021/04/How-to-Capture-Rate-Integrity-Issues-in-the-Most-Simplified-Way-copy-1024x536-1.jpg,5
178,Why We Must Tell a Visual Data Story,30-Apr-21,https://rategaincom.wpenginepowered.com/wp-content/uploads/2021/04/Why-we-data-story.jpg,5
179,Airlines Revenue Management Checklist for 2021,29-Apr-21,https://rategaincom.wpenginepowered.com/wp-content/uploads/2021/04/The-Revenue-Management-Checklist-for-2021-3.jpg,5
180,"Cap on Wedding Guests Might Pinch, But It's a Necessary Evil",25-Dec-20,https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/12/Cap-on-wedding-guests-might-pinch-but-its-a-necessary-evil-3.jpg,3
181,"We have been Profitable Since Inception: Yogeesh Chandra- Global Head of Corporate Development, RateGain",22-Dec-20,https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/12/We-have-been-profitable-since-inception-3.jpg,3
182,Some Employees are Getting a New Job…At Their Old Job,21-Dec-20,https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/12/Some-employees-are-getting-a-new-job-1.jpg,5
183,Visioning The Post-COVID Era In Revenue Management,21-Dec-20,https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/12/Hospitality-Banner-no-cta.jpg,5
184,50% Rise in Bookings Not Enough for India to Catch Up With Global Recovery,21-Dec-20,https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/12/New-Deal-Europe-Weekly-Update-on-Tourism-to-the-Balkan-Region-Week-24-1.jpg,5
185,Tech Skills That can Rebuild the Travel Industry,20-Dec-20,https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/12/Tech-skills-that-can-rebuild-the-travel-industry-1.jpg,5
186,After China can 'Revenge Travel' Happen in India?,18-Dec-20,https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/12/After-China-can-Revenge-Travel-happen-in-India-1.jpg,4
187,Travel & Hospitality Sector Will Take 12-15 Months To Cross Pre-covid Level Hiring Figures: Industry Leaders,16-Dec-20,https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/12/Travel-hospitality-sector-will-take-12-15-months-to-cross-pre-Covid-level-hiring-figures-Industry-leaders-1.jpg,4
188,What Hotels Need to Know About the Staycation Boom,16-Dec-20,https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/12/What-Hotels-Need-to-Know-About-the-Staycation-Boom-1.jpg,4
189,Here’s How Hoteliers Can Attract New Travelers in the Post-COVID Era,16-Dec-20,https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/12/Linkedin-no-cta.jpg,4
190,How Airline Revenue Management and Pricing Teams Respond to Revenue Volatility?,15-Dec-20,https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/12/How-airline-revenue-management-and-pricing-teams-respond-to-revenue-volatility-1.jpg,4
191,Revenue Volatility in Airlines is Here to Stay: What can Revenue & Pricing Teams do About it?,15-Dec-20,https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/12/Revenue-volatility-in-airlines-is-here-to-stay-1.jpg,4
192,These New Car Rental Subscription Programs Will Get You There,15-Dec-20,https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/12/These-New-Car-Rental-Subscription-Programs-Will-Get-You-There-2.jpg,4
193,"Pardon me, your politics are showing",12-Dec-20,https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/12/Pardon-me-your-politics-are-showing-1.jpg,3
194,"New Deal Europe Weekly Update on Tourism to the Balkan Region, Week 24",12-Dec-20,https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/12/New-Deal-Europe-Weekly-Update-on-Tourism-to-the-Balkan-Region-Week-24-1.jpg,3
195,See the Green Shoots of Recovery with Smart Distribution’s latest addition “Future Demand”,21-Oct-20,https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/10/full-demand-banner-blog-1.jpg,4
196,Seven Tactics to Keep your Hotel's Distribution Healthy and Highly Profitable,7-Oct-20,https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/10/Seven-Tactics-to-Keep-your-Hotels-Distribution-Healthy-and-Highly-Profitable-1.jpg,7
197,Bespoke Strategies for Opening the Doors to the European Market,25-Aug-20,https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/08/Bespoke-Strategies-for-Opening-the-Doors-to-the-European-Market.jpg,6
198,A New Era of Exploration is Coming to Hoteliers. Stay Tuned!,20-Aug-20,https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/08/A-New-Era-of-Exploration-is-Coming-to-Hoteliers.-Stay-Tuned.jpg,4
199,Perspectives with Saurabh Prakash: How Hotels Can Get Digital Right for Recovery,14-Aug-20,https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/08/millienium-1.jpg,4
200,Perspectives with Debojo: How Survival Became A Success Metric at SpiceJet,22-Jul-20,https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/07/Spice-Blog-Blog.jpg,6
201,Strategies for Hoteliers to Get Back to Business for UK Market,20-Jul-20,https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/07/UK-Blog-Banner-1.jpg,6
202,Strategies for Hoteliers to Get Back to Business for Europe Market,20-Jul-20,https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/07/Blog-Banner-EU-1.jpg,9
203,"Perspectives #8 with Ajay Bakaya, Managing Director, Sarovar Hotels and Resorts",14-Jul-20,https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/07/Perspectives-8-with-Ajay-Bakaya-Managing-Director-Sarovar-Hotels-and-Resorts.jpg,4
204,Re-Taking The Skies : What Can Commercial Teams Do To Gear Up For A Full Return Of Airline Travel In The New Normal,30-Jun-20,https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/06/Global-Aviation-Banner.jpg,3
205,React to Competitive Prices in Real Time with RateGain’s OPTIMA MarketDrone,15-Jun-20,https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/06/React-to-Competitive-Prices-in-Real-Time-with-RG.jpg,4
206,Watch Your Language! Content in the New Hospitality Landscape,2-Jun-20,https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/06/Hospitality-net-banner.jpg,4
207,Keeping Lights on During the Current COVID Crisis!,5-May-20,https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/05/Keeping-Lights-On-During-CoronaVirus-Crisis.jpg,4
208,"Hoteliers, Spot New Markets to Create New Revenues in a Post-COVID 19 World",23-Apr-20,https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/04/distribution-blog-1200x628-2-1.jpg,11
209,Social Media During COVID-19: Tourism Brands That Got It Right,21-Apr-20,https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/04/Social-Media-During-COVID-19-Tourism-Brands-That-Got-It-Right.jpg,8
210,We Are Bracing Ourselves: Are You?,20-Mar-20,https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/03/Covid-Blog.jpg,12
211,How to Capture Rate Integrity Issues in the Most Simplified Way,11-Mar-20,https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/02/How-to-Capture-Rate-Integrity-Issues-in-the-Most-Simplified-Way-copy-1024x536-1.jpg,10
212,Top 3 Rate Disparity Cases Acceptable to a Revenue Manager,4-Mar-20,https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/02/accpteable.jpg,13
213,Rate Integrity: A Brand New Way of Increasing Direct Bookings,27-Feb-20,https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/02/Rate-Integrity-A-Brand-New-Way-of-Increasing-Direct-Bookings-.jpg,8
214,Why Choose Rate Intelligence Over Rate Shopping?,19-Feb-20,https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/02/Why-Choose-Rate-Intelligence-Over-Rate-Shopping-1.jpg,11
215,Why a Rate Intelligence Experience Should Have the Best Art & Science Behind it,5-Feb-20,https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/02/Why-a-Rate-Intelligence-Experience-Should-Have-the-Best-Art-Science-Behind-it-v2-copy-1.jpg,11
216,Our Point of View on the Modern Age Distribution Ecosystem,31-Jan-20,https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/01/Distribution-blog-banner.jpg,5
217,Are You Leading A Future-Ready HR?,29-Jan-20,https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/01/HR-blog.jpg,6
218,5 Ways to Ace Hospitality Marketing in 2020,20-Jan-20,https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/01/5-Ways-to-Ace-Hospitality-Marketing-in-2020.jpg,4
219,Why UX is Instrumental for Revenue Management,14-Jan-20,https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/01/RateGain-Leveraging-UI-to-Create-Value_Blog.jpg,15
220,Visualizing Data Like a Pro: The Key to Unlock the Data Gold Mine,17-Dec-19,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/12/Visualizing-Data-Like-a-Pro-The-Key-to-Unlock-the-Data-Gold-Mine.jpg,12
221,Smart Shopping for Data: Driving Analytics Excellence in the Airlines Industry,4-Dec-19,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/12/Smart-Shopping-for-Data-Blog.jpg,4
222,"Mr. Hotelier, Four Signs It is Time to Change your Distribution Partner",29-Nov-19,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/11/Four-Signs-It-is-Time-to-Change-your-Distribution-Partner-5.jpg,4
223,Adopting SCRUM in the Organization’s People Processes,22-Nov-19,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/11/Navigating-Constant-Consolidation-banner.jpg,2
224,How to Deliver Value In The Era Of Hospitality Industry Consolidation?,19-Nov-19,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/11/Navigating-Constant-Consolidation-banner.jpg,3
225,What will define Long Term Success for Airlines,11-Nov-19,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/11/airline.jpg,7
226,Challenges for Airline Revenue Managers Beyond 2020,23-Oct-19,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/10/Airline-Revenue-Manager-PR-2.jpg,8
227,Navigating Constant Consolidation,21-Oct-19,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/10/Airline-Revenue-Manager-Blog.jpg,7
228,Our point of view on Distribution Journey,17-Oct-19,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/10/Distribution-blog-banner.jpg,7
229,Putting User Experience at the center of a new problem,15-Oct-19,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/10/ui-banner-1.jpg,9
230,The Last Distribution Challenge,15-Oct-19,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/10/Re-Configuring-The-Distribution-Models-For-The-Next-Gen-Distribution-Ecosystem.jpg,1
231,Can Car Rental analytics help make better investment decisions?,4-Oct-19,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/09/Can-Car-Rental-analytics-help-make-better-investment-decisions-2.jpg,7
232,Top 3 considerations for blueprinting your content transformation,21-Sep-19,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/09/blog-post.jpg,6
233,The Path to A Shared Future: Can car rentals help in turning around the industry slowdown ?,11-Sep-19,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/09/cargain.jpg,6
234,Delivering Duty of Care in the Age of Corporate Rogue Travel,21-Aug-19,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/08/Delivering-Duty-of-Care-in-the-Age-of-Corporate-Rogue-Travel.jpg,5
235,Who is winning the experience game in travel and hospitality?,22-Jul-19,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/07/Who-is-winning-the-experience-game-in-travel-and-hospitality-1.jpg,2
236,Airlines: Soaring on Ancillary Revenue,18-Jul-19,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/07/Airlines-Soaring-on-Ancillary-Revenue.jpg,5
237,Transaction Tracking and Analytics: Steering Car Rental,24-Jun-19,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/06/car.jpg,5
238,Enhancing Car Rental Revenue Management with AI-driven Dynamic Pricing,24-Jun-19,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/06/car1.jpg,5
239,Busting a billion-dollar digital myth for cruise lines!,8-Feb-19,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/Cruise-Image-1218x609.jpg,6
240,The future of distribution strategy at your doorstep,24-Sep-18,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/Dss-Blog-1200x600.jpg,4
241,"‘A Thousand Words’: Why Great Visuals Speak Directly, Fluently and Effortlessly",27-Aug-18,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/2-brandgain-1200x600.jpg,4
242,New Age Data is Driving Growth for Travel Package Providers,24-Aug-18,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/1-packages-1200x600.jpg,3
243,Tackling content issues head-on,16-Jul-18,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/Distribution-900x450.jpg,4
244,7 Top Trends In Hotel Distribution Today,13-Jul-18,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/Retagain_HRS-1-764x382.jpg,3
245,HRS Selects RateGain as its Channel Management Partner for their newest connectivity platform,4-May-18,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/code_itinerary1-534x267.jpg,3
246,Code Itineraries: A road map for the travel industry to unlock one trillion dollars in value by 2025,11-Apr-18,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/SEO_HOTEL-1-650x325.png,3
247,5 Ways to Improve Your Hotel's Visibility within Search Engines,9-Apr-18,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/madrid-TT-hres-2011_8-xlarge-1280x640.jpg,3
248,Hitting a home run in automation tools,3-Apr-18,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Reputation-Management-147765833-2800x1400-scaled.jpg,3
249,Tapping the world’s no. 1 outbound travel market,22-Jan-18,---,3
250,It's 100% pure adrenaline! Introducing Distribution Strategy Studio,11-Jan-18,---,3
251,Your Hotel Reputation Matters to Your Revenue,11-Dec-17,---,4
252,"Hoteliers, Take a Re-look at Parity and Prevent Revenue Leakages",23-Nov-17,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/revenu_leakage_banner_mail1-754x377.jpg,3
253,Assessing the boom in travel startups,21-Nov-17,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Increase-Sales-Revenue-66983953-765x382-764x382.jpg,4
254,Building the Perfect Revenue Strategy Is Not Enough; Advanced Hotel Revenue Management Tool is a Must!,13-Nov-17,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/Geo-pricing-764x382.png,3
255,Travel Industry is Already Using Geo-based Competitive Price Tracking; Act Now Before Its Too Late,3-Nov-17,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/pricing-764x382.jpg,4
256,We Bet You Will Not Want to Miss The Benefits of a Comprehensive Hotel Price Intelligence Solution!,25-Oct-17,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-202739491-2800x1400-scaled.jpg,4
257,Sharing economy blurring the lines in hospitality,23-Oct-17,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/Artificial_Intelligence-764x382.jpg,4
258,Tracking Mobile App Rates of Your Competition is a MUST for Your Price Strategy!,11-Oct-17,---,3
259,Will Artificial Intelligence Replace Human Intelligence in Revenue Management and Pricing Analysis?,29-Sep-17,---,3
260,It’s time to reexamine the data structure behind hotel distribution,25-Sep-17,---,2
261,7 Fundamental Hotel Marketing Strategies To Stand Out From Your Competition,21-Sep-17,https://rategaincom.wpenginepowered.com/wp-content/uploads/2017/09/bigstock-Digital-Marketing-New-Startup-190890487-2800x1400-1.jpg,4
262,Design an Effective Hotel Guest Loyalty Program to Increase Hotel Bookings and Revenue,18-Sep-17,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Loyalty-Program-145042721-2800x1400-scaled.jpg,4
263,Yield Management in Hospitality - Important for Efficient Revenue Management Strategy,14-Sep-17,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-192270436-2800x1400-scaled.jpg,3
264,What Makes Your Guests The Promoters of Your Brand?,7-Sep-17,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-193620838-3000x1500-scaled.jpg,3
265,Tapping the potential of IoT,29-Aug-17,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/Social-media-travel-industry-300x207-1-1100x759-1-570x285.jpg,3
266,The Role and Future of Technology in Travel Industry,28-Aug-17,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/BG_blog_banner2-764x382-764x382.jpg,3
267,New Consumer Review Dashboard For Hotels,21-Aug-17,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/hotelier-demand-forecasting-762x381-1.jpg,3
268,Measuring Demand in Your City will Skyrocket your Revenue - Here is How!,21-Aug-17,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Business-Man-Select-Happy-156570752-2800x1400-scaled.jpg,3
269,7 Best Methods to Gather Quality Guest Feedback,16-Aug-17,---,2
270,"The Brilliant Hotelier: Face To Face With Panayiotis Kyprianou From Thanos Resorts & Spas, Cyprus",14-Aug-17,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/G8H6842-1-4896x2448-scaled.jpg,3
271,Monitoring Hundreds of Booking Sites - No Longer a Challenging Task for Hoteliers,10-Aug-17,https://rategaincom.wpenginepowered.com/wp-content/uploads/2017/08/bigstock-Support-Help-Unity-Togethernes-118375838-2800x1400-1.jpg,2
272,"Hotels, Utilize Closed User Group (CUG) Customers to Increase Revenue Through Direct Bookings",8-Aug-17,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Teamwork-And-Integration-Conce-66966004-2800x1400-scaled.jpg,3
273,Create a Revenue Centric Culture in your Hotel by Integrating Technology,2-Aug-17,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Reputation-Popular-Ranking-Hon-184164262-3596x1798-scaled.jpg,3
274,"Despite the best efforts of hotel brands, travelers still love to click around",1-Aug-17,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Online-Reviews-Evaluation-Time-185136694-2800x1400-scaled.jpg,3
275,"Hoteliers, Are You Using Mobile to Support Your Online Reputation Management?",31-Jul-17,https://rategaincom.wpenginepowered.com/wp-content/uploads/2016/03/Channel-Management-Features-to-Choose-the-Right-Hotel-Channel-Manager.webp,3
276,7 Practical tips to improve online reviews of your hotel,25-Jul-17,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Business-Man-Select-Happy-156570752-2800x1400-scaled.jpg,3
277,14 Features to Consider Before Your Hotel Decides to Devote In a Channel Manager,24-Jul-17,---,3
278,Managing Hotel Guest Sentiment and Online Presence to Create Revenue Centric Culture,19-Jul-17,---,3
279,"Hoteliers, You Need a Channel Manager with an Edge to Stand out from Competition",18-Jul-17,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/Distribution-900x450.jpg,3
280,Blockchain and its potential to upend the travel industry,17-Jul-17,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Increase-Sales-Revenue-66983953-765x382-764x382-1.jpg,3
281,"Hoteliers, Learn How to Create A Revenue Centric Culture in Your Hotel",10-Jul-17,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Reputation-Management-145495634-2800x1400-scaled.jpg,4
